,name,current_capacity,total_capacity,percent_capacity,date_time
15,B&G Gym 1-3,,,,1636077907.0095654
16,B&G Gym 4-6,28.0,300.0,10.0,1636077907.0095654
17,Scifres ,18.0,200.0,9.0,1636077907.0095654
18,Climbing Wall ,6.0,20.0,30.0,1636077907.0095654
19,Bouldering Wall,9.0,20.0,45.0,1636077907.0095654
20,East Fitness (Strength Equipment),24.0,300.0,8.0,1636077907.0095654
21,Olympic Lifting Room ,7.0,50.0,15.0,1636077907.0095654
22,MP4 (Table Tennis),8.0,300.0,3.0,1636077907.0095654
23,MP3 (Strength Equipment),6.0,100.0,6.0,1636077907.0095654
24,Colby (Cardio),3.0,300.0,1.0,1636077907.0095654
25,Colby (Strength),68.0,300.0,23.0,1636077907.0095654
26,Lower Gym (Badminton & Pickleball),41.0,300.0,14.0,1636077907.0095654
27,TREC,32.0,300.0,11.0,1636077907.0095654
0,Upper Track (4th Floor),0.0,100.0,0.0,1636081506.9373114
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636081506.9373114
2,Upper Fitness ,10.0,100.0,10.0,1636081506.9373114
3,Upper Gym,36.0,100.0,36.0,1636081506.9373114
4,MAC Court (Cardio),0.0,100.0,0.0,1636081506.9373114
5,MAC (badminton),0.0,50.0,0.0,1636081506.9373114
6,West Mezzanine (3rd Floor),2.0,100.0,2.0,1636081506.9373114
7,Atrium Track (3rd Floor),3.0,100.0,3.0,1636081506.9373114
8,East Mezzanine (3rd Floor),1.0,100.0,1.0,1636081506.9373114
9,Mindfulness Room ,0.0,50.0,0.0,1636081506.9373114
10,Racquetball/Squash Courts ,3.0,200.0,2.0,1636081506.9373114
11,Fitness Pavilion (strength),5.0,100.0,5.0,1636081506.9373114
12,Fitness Pavilion (cardio),2.0,100.0,2.0,1636081506.9373114
13,Fitness Loft,6.0,100.0,6.0,1636081506.9373114
14,Feature Gym,,,,1636081506.9373114
15,B&G Gym 1-3,,,,1636081506.9373114
16,B&G Gym 4-6,29.0,300.0,10.0,1636081506.9373114
17,Scifres ,21.0,200.0,11.0,1636081506.9373114
18,Climbing Wall ,0.0,20.0,0.0,1636081506.9373114
19,Bouldering Wall,8.0,20.0,40.0,1636081506.9373114
20,East Fitness (Strength Equipment),44.0,300.0,15.0,1636081506.9373114
21,Olympic Lifting Room ,3.0,50.0,6.0,1636081506.9373114
22,MP4 (Table Tennis),6.0,300.0,2.0,1636081506.9373114
23,MP3 (Strength Equipment),3.0,100.0,3.0,1636081506.9373114
24,Colby (Cardio),8.0,300.0,3.0,1636081506.9373114
25,Colby (Strength),68.0,300.0,23.0,1636081506.9373114
26,Lower Gym (Badminton & Pickleball),30.0,300.0,10.0,1636081506.9373114
27,TREC,,,,1636081506.9373114
0,Upper Track (4th Floor),0.0,100.0,0.0,1636103108.3069456
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636103108.3069456
2,Upper Fitness ,10.0,100.0,10.0,1636103108.3069456
3,Upper Gym,36.0,100.0,36.0,1636103108.3069456
4,MAC Court (Cardio),0.0,100.0,0.0,1636103108.3069456
5,MAC (badminton),0.0,50.0,0.0,1636103108.3069456
6,West Mezzanine (3rd Floor),2.0,100.0,2.0,1636103108.3069456
7,Atrium Track (3rd Floor),3.0,100.0,3.0,1636103108.3069456
8,East Mezzanine (3rd Floor),1.0,100.0,1.0,1636103108.3069456
9,Mindfulness Room ,0.0,50.0,0.0,1636103108.3069456
10,Racquetball/Squash Courts ,3.0,200.0,2.0,1636103108.3069456
11,Fitness Pavilion (strength),5.0,100.0,5.0,1636103108.3069456
12,Fitness Pavilion (cardio),2.0,100.0,2.0,1636103108.3069456
13,Fitness Loft,6.0,100.0,6.0,1636103108.3069456
14,Feature Gym,,,,1636103108.3069456
15,B&G Gym 1-3,,,,1636103108.3069456
16,B&G Gym 4-6,29.0,300.0,10.0,1636103108.3069456
17,Scifres ,21.0,200.0,11.0,1636103108.3069456
18,Climbing Wall ,0.0,20.0,0.0,1636103108.3069456
19,Bouldering Wall,8.0,20.0,40.0,1636103108.3069456
20,East Fitness (Strength Equipment),44.0,300.0,15.0,1636103108.3069456
21,Olympic Lifting Room ,3.0,50.0,6.0,1636103108.3069456
22,MP4 (Table Tennis),6.0,300.0,2.0,1636103108.3069456
23,MP3 (Strength Equipment),3.0,100.0,3.0,1636103108.3069456
24,Colby (Cardio),8.0,300.0,3.0,1636103108.3069456
25,Colby (Strength),68.0,300.0,23.0,1636103108.3069456
26,Lower Gym (Badminton & Pickleball),30.0,300.0,10.0,1636103108.3069456
27,TREC,,,,1636103108.3069456
0,Upper Track (4th Floor),0.0,100.0,0.0,1636106707.1684358
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636106707.1684358
2,Upper Fitness ,10.0,100.0,10.0,1636106707.1684358
3,Upper Gym,36.0,100.0,36.0,1636106707.1684358
4,MAC Court (Cardio),0.0,100.0,0.0,1636106707.1684358
5,MAC (badminton),0.0,50.0,0.0,1636106707.1684358
6,West Mezzanine (3rd Floor),2.0,100.0,2.0,1636106707.1684358
7,Atrium Track (3rd Floor),3.0,100.0,3.0,1636106707.1684358
8,East Mezzanine (3rd Floor),1.0,100.0,1.0,1636106707.1684358
9,Mindfulness Room ,0.0,50.0,0.0,1636106707.1684358
10,Racquetball/Squash Courts ,3.0,200.0,2.0,1636106707.1684358
11,Fitness Pavilion (strength),5.0,100.0,5.0,1636106707.1684358
12,Fitness Pavilion (cardio),2.0,100.0,2.0,1636106707.1684358
13,Fitness Loft,6.0,100.0,6.0,1636106707.1684358
14,Feature Gym,,,,1636106707.1684358
15,B&G Gym 1-3,,,,1636106707.1684358
16,B&G Gym 4-6,29.0,300.0,10.0,1636106707.1684358
17,Scifres ,21.0,200.0,11.0,1636106707.1684358
18,Climbing Wall ,0.0,20.0,0.0,1636106707.1684358
19,Bouldering Wall,8.0,20.0,40.0,1636106707.1684358
20,East Fitness (Strength Equipment),44.0,300.0,15.0,1636106707.1684358
21,Olympic Lifting Room ,3.0,50.0,6.0,1636106707.1684358
22,MP4 (Table Tennis),6.0,300.0,2.0,1636106707.1684358
23,MP3 (Strength Equipment),3.0,100.0,3.0,1636106707.1684358
24,Colby (Cardio),8.0,300.0,3.0,1636106707.1684358
25,Colby (Strength),68.0,300.0,23.0,1636106707.1684358
26,Lower Gym (Badminton & Pickleball),30.0,300.0,10.0,1636106707.1684358
27,TREC,,,,1636106707.1684358
0,Upper Track (4th Floor),1.0,100.0,1.0,1636110306.8805594
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636110306.8805594
2,Upper Fitness ,1.0,100.0,1.0,1636110306.8805594
3,Upper Gym,29.0,100.0,29.0,1636110306.8805594
4,MAC Court (Cardio),0.0,100.0,0.0,1636110306.8805594
5,MAC (badminton),0.0,50.0,0.0,1636110306.8805594
6,West Mezzanine (3rd Floor),1.0,100.0,1.0,1636110306.8805594
7,Atrium Track (3rd Floor),1.0,100.0,1.0,1636110306.8805594
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636110306.8805594
9,Mindfulness Room ,0.0,50.0,0.0,1636110306.8805594
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1636110306.8805594
11,Fitness Pavilion (strength),2.0,100.0,2.0,1636110306.8805594
12,Fitness Pavilion (cardio),1.0,100.0,1.0,1636110306.8805594
13,Fitness Loft,4.0,100.0,4.0,1636110306.8805594
14,Feature Gym,,,,1636110306.8805594
15,B&G Gym 1-3,,,,1636110306.8805594
16,B&G Gym 4-6,1.0,300.0,1.0,1636110306.8805594
17,Scifres ,6.0,200.0,3.0,1636110306.8805594
18,Climbing Wall ,,,,1636110306.8805594
19,Bouldering Wall,0.0,20.0,0.0,1636110306.8805594
20,East Fitness (Strength Equipment),18.0,300.0,6.0,1636110306.8805594
21,Olympic Lifting Room ,1.0,50.0,2.0,1636110306.8805594
22,MP4 (Table Tennis),0.0,300.0,0.0,1636110306.8805594
23,MP3 (Strength Equipment),1.0,100.0,1.0,1636110306.8805594
24,Colby (Cardio),3.0,300.0,1.0,1636110306.8805594
25,Colby (Strength),31.0,300.0,11.0,1636110306.8805594
26,Lower Gym (Badminton & Pickleball),0.0,300.0,0.0,1636110306.8805594
27,TREC,,,,1636110306.8805594
0,Upper Track (4th Floor),0.0,100.0,0.0,1636113907.3335397
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636113907.3335397
2,Upper Fitness ,3.0,100.0,3.0,1636113907.3335397
3,Upper Gym,0.0,100.0,0.0,1636113907.3335397
4,MAC Court (Cardio),0.0,100.0,0.0,1636113907.3335397
5,MAC (badminton),0.0,50.0,0.0,1636113907.3335397
6,West Mezzanine (3rd Floor),0.0,100.0,0.0,1636113907.3335397
7,Atrium Track (3rd Floor),2.0,100.0,2.0,1636113907.3335397
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636113907.3335397
9,Mindfulness Room ,0.0,50.0,0.0,1636113907.3335397
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1636113907.3335397
11,Fitness Pavilion (strength),9.0,100.0,9.0,1636113907.3335397
12,Fitness Pavilion (cardio),3.0,100.0,3.0,1636113907.3335397
13,Fitness Loft,8.0,100.0,8.0,1636113907.3335397
14,Feature Gym,0.0,100.0,0.0,1636113907.3335397
15,B&G Gym 1-3,,,,1636113907.3335397
16,B&G Gym 4-6,2.0,300.0,1.0,1636113907.3335397
17,Scifres ,15.0,200.0,8.0,1636113907.3335397
18,Climbing Wall ,,,,1636113907.3335397
19,Bouldering Wall,0.0,20.0,0.0,1636113907.3335397
20,East Fitness (Strength Equipment),28.0,300.0,10.0,1636113907.3335397
21,Olympic Lifting Room ,5.0,50.0,10.0,1636113907.3335397
22,MP4 (Table Tennis),0.0,300.0,0.0,1636113907.3335397
23,MP3 (Strength Equipment),2.0,100.0,2.0,1636113907.3335397
24,Colby (Cardio),1.0,300.0,1.0,1636113907.3335397
25,Colby (Strength),48.0,300.0,16.0,1636113907.3335397
26,Lower Gym (Badminton & Pickleball),0.0,300.0,0.0,1636113907.3335397
27,TREC,,,,1636113907.3335397
0,Upper Track (4th Floor),0.0,100.0,0.0,1636117507.370385
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636117507.370385
2,Upper Fitness ,3.0,100.0,3.0,1636117507.370385
3,Upper Gym,0.0,100.0,0.0,1636117507.370385
4,MAC Court (Cardio),0.0,100.0,0.0,1636117507.370385
5,MAC (badminton),0.0,50.0,0.0,1636117507.370385
6,West Mezzanine (3rd Floor),0.0,100.0,0.0,1636117507.370385
7,Atrium Track (3rd Floor),2.0,100.0,2.0,1636117507.370385
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636117507.370385
9,Mindfulness Room ,0.0,50.0,0.0,1636117507.370385
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1636117507.370385
11,Fitness Pavilion (strength),9.0,100.0,9.0,1636117507.370385
12,Fitness Pavilion (cardio),3.0,100.0,3.0,1636117507.370385
13,Fitness Loft,8.0,100.0,8.0,1636117507.370385
14,Feature Gym,0.0,100.0,0.0,1636117507.370385
15,B&G Gym 1-3,,,,1636117507.370385
16,B&G Gym 4-6,2.0,300.0,1.0,1636117507.370385
17,Scifres ,15.0,200.0,8.0,1636117507.370385
18,Climbing Wall ,,,,1636117507.370385
19,Bouldering Wall,0.0,20.0,0.0,1636117507.370385
20,East Fitness (Strength Equipment),28.0,300.0,10.0,1636117507.370385
21,Olympic Lifting Room ,5.0,50.0,10.0,1636117507.370385
22,MP4 (Table Tennis),0.0,300.0,0.0,1636117507.370385
23,MP3 (Strength Equipment),2.0,100.0,2.0,1636117507.370385
24,Colby (Cardio),1.0,300.0,1.0,1636117507.370385
25,Colby (Strength),48.0,300.0,16.0,1636117507.370385
26,Lower Gym (Badminton & Pickleball),0.0,300.0,0.0,1636117507.370385
27,TREC,,,,1636117507.370385
0,Upper Track (4th Floor),2.0,100.0,2.0,1636121108.6203268
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636121108.6203268
2,Upper Fitness ,10.0,100.0,10.0,1636121108.6203268
3,Upper Gym,2.0,100.0,2.0,1636121108.6203268
4,MAC Court (Cardio),0.0,100.0,0.0,1636121108.6203268
5,MAC (badminton),0.0,50.0,0.0,1636121108.6203268
6,West Mezzanine (3rd Floor),2.0,100.0,2.0,1636121108.6203268
7,Atrium Track (3rd Floor),1.0,100.0,1.0,1636121108.6203268
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636121108.6203268
9,Mindfulness Room ,0.0,50.0,0.0,1636121108.6203268
10,Racquetball/Squash Courts ,2.0,200.0,1.0,1636121108.6203268
11,Fitness Pavilion (strength),10.0,100.0,10.0,1636121108.6203268
12,Fitness Pavilion (cardio),1.0,100.0,1.0,1636121108.6203268
13,Fitness Loft,6.0,100.0,6.0,1636121108.6203268
14,Feature Gym,0.0,100.0,0.0,1636121108.6203268
15,B&G Gym 1-3,,,,1636121108.6203268
16,B&G Gym 4-6,0.0,300.0,0.0,1636121108.6203268
17,Scifres ,12.0,200.0,6.0,1636121108.6203268
18,Climbing Wall ,,,,1636121108.6203268
19,Bouldering Wall,1.0,20.0,5.0,1636121108.6203268
20,East Fitness (Strength Equipment),30.0,300.0,10.0,1636121108.6203268
21,Olympic Lifting Room ,1.0,50.0,2.0,1636121108.6203268
22,MP4 (Table Tennis),0.0,300.0,0.0,1636121108.6203268
23,MP3 (Strength Equipment),2.0,100.0,2.0,1636121108.6203268
24,Colby (Cardio),1.0,300.0,1.0,1636121108.6203268
25,Colby (Strength),43.0,300.0,15.0,1636121108.6203268
26,Lower Gym (Badminton & Pickleball),1.0,300.0,1.0,1636121108.6203268
27,TREC,,,,1636121108.6203268
0,Upper Track (4th Floor),2.0,100.0,2.0,1636124706.4981198
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636124706.4981198
2,Upper Fitness ,10.0,100.0,10.0,1636124706.4981198
3,Upper Gym,2.0,100.0,2.0,1636124706.4981198
4,MAC Court (Cardio),0.0,100.0,0.0,1636124706.4981198
5,MAC (badminton),0.0,50.0,0.0,1636124706.4981198
6,West Mezzanine (3rd Floor),2.0,100.0,2.0,1636124706.4981198
7,Atrium Track (3rd Floor),1.0,100.0,1.0,1636124706.4981198
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636124706.4981198
9,Mindfulness Room ,0.0,50.0,0.0,1636124706.4981198
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1636124706.4981198
11,Fitness Pavilion (strength),9.0,100.0,9.0,1636124706.4981198
12,Fitness Pavilion (cardio),4.0,100.0,4.0,1636124706.4981198
13,Fitness Loft,6.0,100.0,6.0,1636124706.4981198
14,Feature Gym,3.0,100.0,3.0,1636124706.4981198
15,B&G Gym 1-3,,,,1636124706.4981198
16,B&G Gym 4-6,3.0,300.0,1.0,1636124706.4981198
17,Scifres ,16.0,200.0,8.0,1636124706.4981198
18,Climbing Wall ,,,,1636124706.4981198
19,Bouldering Wall,1.0,20.0,5.0,1636124706.4981198
20,East Fitness (Strength Equipment),36.0,300.0,12.0,1636124706.4981198
21,Olympic Lifting Room ,6.0,50.0,12.0,1636124706.4981198
22,MP4 (Table Tennis),0.0,300.0,0.0,1636124706.4981198
23,MP3 (Strength Equipment),6.0,100.0,6.0,1636124706.4981198
24,Colby (Cardio),3.0,300.0,1.0,1636124706.4981198
25,Colby (Strength),56.0,300.0,19.0,1636124706.4981198
26,Lower Gym (Badminton & Pickleball),0.0,300.0,0.0,1636124706.4981198
27,TREC,,,,1636124706.4981198
0,Upper Track (4th Floor),0.0,100.0,0.0,1636128307.4217353
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636128307.4217353
2,Upper Fitness ,11.0,100.0,11.0,1636128307.4217353
3,Upper Gym,2.0,100.0,2.0,1636128307.4217353
4,MAC Court (Cardio),1.0,100.0,1.0,1636128307.4217353
5,MAC (badminton),0.0,50.0,0.0,1636128307.4217353
6,West Mezzanine (3rd Floor),1.0,100.0,1.0,1636128307.4217353
7,Atrium Track (3rd Floor),3.0,100.0,3.0,1636128307.4217353
8,East Mezzanine (3rd Floor),2.0,100.0,2.0,1636128307.4217353
9,Mindfulness Room ,0.0,50.0,0.0,1636128307.4217353
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1636128307.4217353
11,Fitness Pavilion (strength),11.0,100.0,11.0,1636128307.4217353
12,Fitness Pavilion (cardio),2.0,100.0,2.0,1636128307.4217353
13,Fitness Loft,11.0,100.0,11.0,1636128307.4217353
14,Feature Gym,5.0,100.0,5.0,1636128307.4217353
15,B&G Gym 1-3,,,,1636128307.4217353
16,B&G Gym 4-6,5.0,300.0,2.0,1636128307.4217353
17,Scifres ,13.0,200.0,7.0,1636128307.4217353
18,Climbing Wall ,,,,1636128307.4217353
19,Bouldering Wall,0.0,20.0,0.0,1636128307.4217353
20,East Fitness (Strength Equipment),49.0,300.0,17.0,1636128307.4217353
21,Olympic Lifting Room ,5.0,50.0,10.0,1636128307.4217353
22,MP4 (Table Tennis),0.0,300.0,0.0,1636128307.4217353
23,MP3 (Strength Equipment),3.0,100.0,3.0,1636128307.4217353
24,Colby (Cardio),5.0,300.0,2.0,1636128307.4217353
25,Colby (Strength),59.0,300.0,20.0,1636128307.4217353
26,Lower Gym (Badminton & Pickleball),0.0,300.0,0.0,1636128307.4217353
27,TREC,,,,1636128307.4217353
0,Upper Track (4th Floor),0.0,100.0,0.0,1636131907.0628939
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636131907.0628939
2,Upper Fitness ,9.0,100.0,9.0,1636131907.0628939
3,Upper Gym,4.0,100.0,4.0,1636131907.0628939
4,MAC Court (Cardio),0.0,100.0,0.0,1636131907.0628939
5,MAC (badminton),0.0,50.0,0.0,1636131907.0628939
6,West Mezzanine (3rd Floor),2.0,100.0,2.0,1636131907.0628939
7,Atrium Track (3rd Floor),2.0,100.0,2.0,1636131907.0628939
8,East Mezzanine (3rd Floor),1.0,100.0,1.0,1636131907.0628939
9,Mindfulness Room ,0.0,50.0,0.0,1636131907.0628939
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1636131907.0628939
11,Fitness Pavilion (strength),14.0,100.0,15.0,1636131907.0628939
12,Fitness Pavilion (cardio),5.0,100.0,5.0,1636131907.0628939
13,Fitness Loft,4.0,100.0,4.0,1636131907.0628939
14,Feature Gym,5.0,100.0,5.0,1636131907.0628939
15,B&G Gym 1-3,,,,1636131907.0628939
16,B&G Gym 4-6,5.0,300.0,2.0,1636131907.0628939
17,Scifres ,28.0,200.0,15.0,1636131907.0628939
18,Climbing Wall ,,,,1636131907.0628939
19,Bouldering Wall,1.0,20.0,5.0,1636131907.0628939
20,East Fitness (Strength Equipment),37.0,300.0,13.0,1636131907.0628939
21,Olympic Lifting Room ,6.0,50.0,12.0,1636131907.0628939
22,MP4 (Table Tennis),0.0,300.0,0.0,1636131907.0628939
23,MP3 (Strength Equipment),4.0,100.0,4.0,1636131907.0628939
24,Colby (Cardio),3.0,300.0,1.0,1636131907.0628939
25,Colby (Strength),57.0,300.0,19.0,1636131907.0628939
26,Lower Gym (Badminton & Pickleball),6.0,300.0,2.0,1636131907.0628939
27,TREC,,,,1636131907.0628939
0,Upper Track (4th Floor),0.0,100.0,0.0,1636135506.8335865
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636135506.8335865
2,Upper Fitness ,9.0,100.0,9.0,1636135506.8335865
3,Upper Gym,7.0,100.0,8.0,1636135506.8335865
4,MAC Court (Cardio),1.0,100.0,1.0,1636135506.8335865
5,MAC (badminton),0.0,50.0,0.0,1636135506.8335865
6,West Mezzanine (3rd Floor),1.0,100.0,1.0,1636135506.8335865
7,Atrium Track (3rd Floor),1.0,100.0,1.0,1636135506.8335865
8,East Mezzanine (3rd Floor),1.0,100.0,1.0,1636135506.8335865
9,Mindfulness Room ,0.0,50.0,0.0,1636135506.8335865
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1636135506.8335865
11,Fitness Pavilion (strength),11.0,100.0,11.0,1636135506.8335865
12,Fitness Pavilion (cardio),3.0,100.0,3.0,1636135506.8335865
13,Fitness Loft,6.0,100.0,6.0,1636135506.8335865
14,Feature Gym,2.0,100.0,2.0,1636135506.8335865
15,B&G Gym 1-3,,,,1636135506.8335865
16,B&G Gym 4-6,3.0,300.0,1.0,1636135506.8335865
17,Scifres ,22.0,200.0,11.0,1636135506.8335865
18,Climbing Wall ,,,,1636135506.8335865
19,Bouldering Wall,2.0,20.0,10.0,1636135506.8335865
20,East Fitness (Strength Equipment),41.0,300.0,14.0,1636135506.8335865
21,Olympic Lifting Room ,4.0,50.0,8.0,1636135506.8335865
22,MP4 (Table Tennis),0.0,300.0,0.0,1636135506.8335865
23,MP3 (Strength Equipment),2.0,100.0,2.0,1636135506.8335865
24,Colby (Cardio),5.0,300.0,2.0,1636135506.8335865
25,Colby (Strength),59.0,300.0,20.0,1636135506.8335865
26,Lower Gym (Badminton & Pickleball),15.0,300.0,5.0,1636135506.8335865
27,TREC,,,,1636135506.8335865
0,Upper Track (4th Floor),0.0,100.0,0.0,1636139106.9510303
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636139106.9510303
2,Upper Fitness ,9.0,100.0,9.0,1636139106.9510303
3,Upper Gym,3.0,100.0,3.0,1636139106.9510303
4,MAC Court (Cardio),0.0,100.0,0.0,1636139106.9510303
5,MAC (badminton),0.0,50.0,0.0,1636139106.9510303
6,West Mezzanine (3rd Floor),4.0,100.0,4.0,1636139106.9510303
7,Atrium Track (3rd Floor),2.0,100.0,2.0,1636139106.9510303
8,East Mezzanine (3rd Floor),1.0,100.0,1.0,1636139106.9510303
9,Mindfulness Room ,0.0,50.0,0.0,1636139106.9510303
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1636139106.9510303
11,Fitness Pavilion (strength),9.0,100.0,9.0,1636139106.9510303
12,Fitness Pavilion (cardio),8.0,100.0,8.0,1636139106.9510303
13,Fitness Loft,15.0,100.0,15.0,1636139106.9510303
14,Feature Gym,2.0,100.0,2.0,1636139106.9510303
15,B&G Gym 1-3,,,,1636139106.9510303
16,B&G Gym 4-6,10.0,300.0,4.0,1636139106.9510303
17,Scifres ,15.0,200.0,8.0,1636139106.9510303
18,Climbing Wall ,,,,1636139106.9510303
19,Bouldering Wall,4.0,20.0,20.0,1636139106.9510303
20,East Fitness (Strength Equipment),37.0,300.0,13.0,1636139106.9510303
21,Olympic Lifting Room ,8.0,50.0,16.0,1636139106.9510303
22,MP4 (Table Tennis),0.0,300.0,0.0,1636139106.9510303
23,MP3 (Strength Equipment),2.0,100.0,2.0,1636139106.9510303
24,Colby (Cardio),1.0,300.0,1.0,1636139106.9510303
25,Colby (Strength),76.0,300.0,26.0,1636139106.9510303
26,Lower Gym (Badminton & Pickleball),0.0,300.0,0.0,1636139106.9510303
27,TREC,,,,1636139106.9510303
0,Upper Track (4th Floor),0.0,100.0,0.0,1636142707.2895265
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636142707.2895265
2,Upper Fitness ,9.0,100.0,9.0,1636142707.2895265
3,Upper Gym,3.0,100.0,3.0,1636142707.2895265
4,MAC Court (Cardio),0.0,100.0,0.0,1636142707.2895265
5,MAC (badminton),0.0,50.0,0.0,1636142707.2895265
6,West Mezzanine (3rd Floor),4.0,100.0,4.0,1636142707.2895265
7,Atrium Track (3rd Floor),2.0,100.0,2.0,1636142707.2895265
8,East Mezzanine (3rd Floor),1.0,100.0,1.0,1636142707.2895265
9,Mindfulness Room ,0.0,50.0,0.0,1636142707.2895265
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1636142707.2895265
11,Fitness Pavilion (strength),9.0,100.0,9.0,1636142707.2895265
12,Fitness Pavilion (cardio),8.0,100.0,8.0,1636142707.2895265
13,Fitness Loft,15.0,100.0,15.0,1636142707.2895265
14,Feature Gym,2.0,100.0,2.0,1636142707.2895265
15,B&G Gym 1-3,,,,1636142707.2895265
16,B&G Gym 4-6,10.0,300.0,4.0,1636142707.2895265
17,Scifres ,15.0,200.0,8.0,1636142707.2895265
18,Climbing Wall ,,,,1636142707.2895265
19,Bouldering Wall,4.0,20.0,20.0,1636142707.2895265
20,East Fitness (Strength Equipment),37.0,300.0,13.0,1636142707.2895265
21,Olympic Lifting Room ,8.0,50.0,16.0,1636142707.2895265
22,MP4 (Table Tennis),0.0,300.0,0.0,1636142707.2895265
23,MP3 (Strength Equipment),2.0,100.0,2.0,1636142707.2895265
24,Colby (Cardio),1.0,300.0,1.0,1636142707.2895265
25,Colby (Strength),76.0,300.0,26.0,1636142707.2895265
26,Lower Gym (Badminton & Pickleball),0.0,300.0,0.0,1636142707.2895265
27,TREC,,,,1636142707.2895265
0,Upper Track (4th Floor),0.0,100.0,0.0,1636146306.8661118
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636146306.8661118
2,Upper Fitness ,9.0,100.0,9.0,1636146306.8661118
3,Upper Gym,3.0,100.0,3.0,1636146306.8661118
4,MAC Court (Cardio),0.0,100.0,0.0,1636146306.8661118
5,MAC (badminton),0.0,50.0,0.0,1636146306.8661118
6,West Mezzanine (3rd Floor),4.0,100.0,4.0,1636146306.8661118
7,Atrium Track (3rd Floor),2.0,100.0,2.0,1636146306.8661118
8,East Mezzanine (3rd Floor),1.0,100.0,1.0,1636146306.8661118
9,Mindfulness Room ,0.0,50.0,0.0,1636146306.8661118
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1636146306.8661118
11,Fitness Pavilion (strength),9.0,100.0,9.0,1636146306.8661118
12,Fitness Pavilion (cardio),8.0,100.0,8.0,1636146306.8661118
13,Fitness Loft,15.0,100.0,15.0,1636146306.8661118
14,Feature Gym,2.0,100.0,2.0,1636146306.8661118
15,B&G Gym 1-3,,,,1636146306.8661118
16,B&G Gym 4-6,10.0,300.0,4.0,1636146306.8661118
17,Scifres ,15.0,200.0,8.0,1636146306.8661118
18,Climbing Wall ,,,,1636146306.8661118
19,Bouldering Wall,4.0,20.0,20.0,1636146306.8661118
20,East Fitness (Strength Equipment),37.0,300.0,13.0,1636146306.8661118
21,Olympic Lifting Room ,8.0,50.0,16.0,1636146306.8661118
22,MP4 (Table Tennis),0.0,300.0,0.0,1636146306.8661118
23,MP3 (Strength Equipment),2.0,100.0,2.0,1636146306.8661118
24,Colby (Cardio),1.0,300.0,1.0,1636146306.8661118
25,Colby (Strength),76.0,300.0,26.0,1636146306.8661118
26,Lower Gym (Badminton & Pickleball),0.0,300.0,0.0,1636146306.8661118
27,TREC,,,,1636146306.8661118
0,Upper Track (4th Floor),5.0,100.0,5.0,1636149907.0074542
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636149907.0074542
2,Upper Fitness ,7.0,100.0,8.0,1636149907.0074542
3,Upper Gym,51.0,100.0,51.0,1636149907.0074542
4,MAC Court (Cardio),1.0,100.0,1.0,1636149907.0074542
5,MAC (badminton),5.0,50.0,10.0,1636149907.0074542
6,West Mezzanine (3rd Floor),5.0,100.0,5.0,1636149907.0074542
7,Atrium Track (3rd Floor),4.0,100.0,4.0,1636149907.0074542
8,East Mezzanine (3rd Floor),3.0,100.0,3.0,1636149907.0074542
9,Mindfulness Room ,0.0,50.0,0.0,1636149907.0074542
10,Racquetball/Squash Courts ,19.0,200.0,10.0,1636149907.0074542
11,Fitness Pavilion (strength),15.0,100.0,15.0,1636149907.0074542
12,Fitness Pavilion (cardio),5.0,100.0,5.0,1636149907.0074542
13,Fitness Loft,12.0,100.0,12.0,1636149907.0074542
14,Feature Gym,14.0,100.0,15.0,1636149907.0074542
15,B&G Gym 1-3,,,,1636149907.0074542
16,B&G Gym 4-6,58.0,300.0,20.0,1636149907.0074542
17,Scifres ,23.0,200.0,12.0,1636149907.0074542
18,Climbing Wall ,,,,1636149907.0074542
